age,ethnicity,ethnicity_confidence,gender,gender_confidence,human_confidence,tag_location,url,user
13-19,white,87,female,97,98,"[1, 23, 21, 21]",9636,40
30-39,white,75,female,96,94,"[84, 35, 17, 17]",9636,40
13-19,white,98,female,98,83,"[23, 6, 30, 31]",11891,24
30-39,hispanic or latino,70,female,99,99,"[9, 12, 31, 31]",5452,40
30-39,hispanic or latino,78,female,99,99,"[59, 27, 25, 25]",5452,40
40-49,white,98,female,93,99,"[64, 44, 6, 4]",1418,92
40-49,white,97,male,99,95,"[44, 39, 6, 4]",1418,92
13-19,white,99,male,99,84,"[26, 38, 6, 4]",1418,92
30-39,asian,98,female,99,99,"[56, 9, 8, 8]",10521,101
30-39,white,82,female,99,99,"[73, 7, 8, 8]",10521,101
20-29,white,97,female,98,99,"[16, 8, 10, 10]",10521,101
30-39,white,91,female,99,99,"[33, 8, 8, 8]",10521,101
30-39,white,68,male,99,99,"[43, 9, 17, 17]",11131,26
13-19,black or african american,91,male,94,76,"[61, 17, 10, 10]",11387,69
20-29,black or african american,88,male,98,64,"[21, 31, 6, 6]",11387,69
20-29,white,39,female,99,99,"[42, 29, 5, 5]",3205,5
20-29,white,93,female,99,99,"[42, 44, 10, 8]",5957,54
20-29,white,85,male,99,63,"[46, 34, 15, 26]",1160,21
30-39,asian,93,male,99,99,"[29, 47, 6, 4]",699,21
20-29,asian,87,female,99,88,"[60, 52, 6, 4]",699,21
30-39,white,66,female,73,99,"[14, 44, 5, 5]",194,54
20-29,white,55,female,98,99,"[74, 47, 5, 5]",194,54
20-29,white,65,female,98,97,"[67, 47, 5, 5]",194,54
30-39,white,74,male,99,96,"[19, 41, 5, 5]",194,54
40-49,white,96,male,99,99,"[55, 28, 8, 8]",6252,34
30-39,black or african american,93,male,99,92,"[34, 40, 7, 7]",6252,34
30-39,white,85,female,99,99,"[61, 25, 10, 8]",12023,34
20-29,white,90,male,99,99,"[44, 7, 10, 8]",12023,34
30-39,hispanic or latino,52,female,99,99,"[30, 24, 10, 8]",12023,34
20-29,white,69,female,99,99,"[19, 8, 5, 8]",12252,65
30-39,hispanic or latino,56,female,97,96,"[9, 11, 5, 8]",12252,65
13-19,white,98,female,99,91,"[83, 11, 5, 8]",12252,65
30-39,white,90,male,99,99,"[15, 33, 7, 8]",9549,34
50-59,white,92,male,99,99,"[54, 35, 7, 8]",9549,34
20-29,white,92,male,99,99,"[67, 33, 9, 10]",9549,34
50-59,white,96,female,99,99,"[7, 41, 9, 10]",9549,34
40-49,white,99,female,99,99,"[87, 39, 10, 12]",9549,34
40-49,white,98,male,93,95,"[37, 34, 5, 6]",9549,34
13-19,asian,81,male,99,99,"[46, 16, 21, 21]",5241,66
30-39,asian,98,female,99,99,"[45, 35, 7, 5]",5699,68
13-19,asian,99,female,98,99,"[26, 10, 64, 51]",7746,68
20-29,asian,95,female,99,99,"[11, 44, 21, 21]",7304,68
13-19,asian,76,female,99,99,"[65, 27, 12, 12]",7304,68
20-29,asian,47,male,97,99,"[52, 10, 12, 12]",7304,68
13-19,asian,92,female,99,97,"[42, 37, 21, 21]",7304,68
30-39,asian,85,male,99,97,"[31, 20, 12, 12]",7304,68
20-29,asian,94,male,99,88,"[5, 24, 10, 10]",7304,68
20-29,asian,96,female,99,75,"[24, 57, 6, 4]",38,68
20-29,asian,99,female,99,99,"[38, 35, 10, 8]",9477,1
20-29,white,99,female,99,99,"[50, 39, 10, 8]",9477,1
20-29,white,70,female,99,90,"[44, 26, 7, 7]",9750,1
30-39,hispanic or latino,44,male,99,99,"[20, 28, 21, 17]",7411,55
20-29,white,99,male,99,99,"[73, 22, 21, 17]",7411,55
20-29,white,80,male,99,99,"[57, 22, 12, 10]",7411,55
13-19,white,97,female,52,99,"[87, 14, 14, 12]",7411,55
20-29,asian,92,male,97,99,"[2, 48, 37, 29]",7411,55
30-39,white,99,male,88,98,"[39, 28, 10, 8]",7411,55
30-39,white,86,male,99,99,"[39, 25, 12, 9]",5829,94
20-29,white,85,female,98,96,"[44, 14, 14, 12]",4611,54
13-19,white,67,male,98,99,"[60, 34, 7, 7]",2737,100
0-12,white,98,male,99,96,"[47, 41, 8, 8]",2737,100
13-19,white,86,female,93,77,"[43, 26, 7, 7]",2737,100
30-39,white,86,male,99,76,"[26, 16, 10, 10]",2737,100
30-39,white,84,female,84,99,"[48, 17, 7, 7]",1261,54
20-29,white,95,male,99,99,"[64, 10, 12, 10]",777,3
20-29,white,97,female,99,99,"[16, 14, 10, 8]",777,3
20-29,white,91,female,99,99,"[47, 26, 30, 30]",10290,101
30-39,white,37,female,99,99,"[13, 30, 25, 25]",10290,101
20-29,white,99,female,99,99,"[45, 17, 14, 15]",14071,3
20-29,white,99,female,99,97,"[69, 12, 15, 15]",14071,3
30-39,white,99,female,99,88,"[15, 23, 17, 17]",14071,3
20-29,white,97,female,98,96,"[15, 7, 37, 37]",2987,7
30-39,white,67,female,99,99,"[50, 30, 25, 25]",14150,101
20-29,white,89,female,99,91,"[9, 26, 30, 30]",14150,101
40-49,white,98,male,99,61,"[29, 2, 15, 14]",10969,3
20-29,south asian,33,male,99,99,"[26, 41, 6, 6]",8490,30
30-39,hispanic or latino,50,male,98,99,"[36, 44, 7, 7]",8490,30
30-39,hispanic or latino,33,female,88,68,"[70, 67, 7, 7]",8490,30
20-29,white,97,female,99,99,"[56, 19, 6, 8]",8661,18
13-19,white,91,male,94,99,"[42, 11, 6, 8]",8661,18
20-29,white,98,male,99,99,"[13, 20, 8, 10]",8661,18
20-29,white,93,female,99,98,"[28, 27, 8, 10]",8661,18
20-29,white,98,male,99,91,"[76, 16, 6, 8]",8661,18
30-39,white,93,male,81,99,"[47, 23, 10, 10]",14524,67
20-29,white,93,female,99,99,"[66, 30, 10, 10]",14524,67
20-29,white,68,male,99,99,"[18, 20, 10, 10]",14524,67
20-29,white,84,female,99,99,"[17, 40, 7, 5]",1574,18
20-29,white,72,female,99,99,"[53, 45, 7, 7]",5660,75
20-29,white,86,male,54,77,"[42, 44, 8, 6]",4241,103
30-39,white,52,female,99,94,"[36, 45, 8, 6]",12226,103
30-39,white,99,female,99,88,"[48, 47, 8, 6]",12226,103
30-39,white,98,male,98,99,"[39, 25, 17, 17]",5730,6
13-19,white,70,female,98,53,"[23, 3, 44, 44]",12627,103
30-39,white,85,female,97,99,"[54, 34, 6, 6]",8588,42
13-19,white,92,female,68,93,"[37, 34, 6, 6]",8588,42
20-29,white,69,female,68,91,"[42, 35, 6, 6]",8588,42
13-19,black or african american,74,female,95,99,"[55, 27, 10, 10]",4345,47
13-19,black or african american,93,female,94,66,"[45, 27, 12, 12]",4345,47
20-29,black or african american,90,female,99,82,"[31, 16, 8, 8]",7844,47
30-39,hispanic or latino,44,female,82,80,"[28, 67, 6, 6]",2280,42
13-19,white,51,female,99,99,"[54, 27, 18, 16]",9665,73
20-29,white,97,female,99,99,"[54, 18, 10, 8]",10420,27
30-39,white,80,female,99,99,"[24, 15, 10, 8]",10420,27
30-39,white,99,female,99,96,"[62, 68, 7, 10]",2048,27
20-29,white,76,female,99,99,"[49, 23, 12, 10]",2861,70
20-29,white,90,female,99,99,"[39, 5, 12, 10]",2861,70
30-39,white,80,female,99,99,"[20, 5, 12, 10]",2861,70
30-39,white,95,female,99,99,"[60, 10, 12, 10]",2861,70
30-39,white,93,female,99,99,"[35, 22, 12, 10]",2861,70
20-29,white,75,female,99,72,"[9, 6, 14, 15]",1016,27
20-29,white,39,female,99,68,"[72, 11, 17, 17]",1016,27
13-19,white,79,female,95,73,"[43, 29, 12, 10]",11724,106
40-49,white,98,female,97,99,"[39, 31, 17, 17]",5715,70
20-29,white,96,female,99,98,"[52, 25, 17, 17]",5715,70
30-39,asian,81,male,85,99,"[24, 35, 9, 10]",1309,102
20-29,white,78,female,97,99,"[43, 52, 6, 6]",12233,46
20-29,south asian,44,male,98,99,"[7, 38, 8, 8]",14853,16
20-29,hispanic or latino,41,female,99,99,"[70, 52, 6, 6]",14853,16
30-39,white,39,male,99,87,"[85, 43, 7, 7]",14853,16
13-19,south asian,60,male,74,76,"[30, 51, 7, 7]",14853,16
0-12,white,77,male,90,75,"[17, 38, 7, 7]",14853,16
30-39,south asian,38,male,99,73,"[57, 43, 7, 7]",14853,16
20-29,asian,99,male,99,99,"[78, 7, 8, 8]",13482,21
20-29,asian,99,male,99,99,"[74, 45, 10, 10]",13482,21
13-19,asian,99,male,96,98,"[80, 73, 10, 10]",13482,21
30-39,asian,99,male,99,97,"[13, 8, 10, 10]",13482,21
30-39,white,98,male,81,99,"[44, 22, 5, 5]",3417,21
40-49,white,96,male,99,98,"[20, 26, 5, 5]",3417,21
40-49,white,90,male,99,97,"[72, 26, 5, 5]",3417,21
20-29,white,73,male,99,91,"[58, 27, 5, 5]",3417,21
30-39,white,41,female,97,56,"[35, 29, 5, 5]",3417,21
20-29,asian,99,male,99,99,"[58, 8, 8, 8]",2724,21
20-29,white,99,female,99,99,"[23, 12, 10, 10]",2724,21
20-29,white,98,female,99,99,"[72, 11, 8, 8]",2724,21
20-29,hispanic or latino,39,male,99,99,"[44, 11, 8, 8]",2724,21
20-29,white,50,female,99,99,"[54, 43, 7, 5]",1645,54
30-39,white,99,female,99,99,"[42, 42, 7, 5]",1645,54
30-39,hispanic or latino,68,male,99,99,"[39, 27, 12, 12]",13830,35
30-39,asian,98,female,79,99,"[29, 11, 10, 8]",14620,25
20-29,white,79,female,99,99,"[39, 19, 13, 17]",13024,53
20-29,white,96,female,99,99,"[17, 18, 16, 21]",13024,53
20-29,white,97,female,99,99,"[55, 16, 16, 21]",13024,53
30-39,white,50,female,99,99,"[49, 53, 8, 8]",10589,53
30-39,white,48,female,99,99,"[30, 47, 8, 8]",10589,53
20-29,white,78,male,97,98,"[70, 45, 10, 10]",10589,53
30-39,white,66,male,97,89,"[17, 45, 7, 7]",10589,53
30-39,white,83,male,72,56,"[25, 3, 33, 44]",1239,14
20-29,white,91,female,99,99,"[33, 18, 7, 5]",7445,14
20-29,white,95,female,99,99,"[48, 18, 7, 5]",7445,14
30-39,white,77,male,77,72,"[30, 13, 25, 25]",2062,10
30-39,white,92,male,99,94,"[87, 61, 7, 7]",8395,20
20-29,white,67,female,99,99,"[28, 46, 12, 10]",3251,106
20-29,black or african american,81,female,99,99,"[65, 54, 8, 10]",8611,13
20-29,black or african american,58,female,99,99,"[54, 33, 6, 7]",8611,13
20-29,black or african american,98,female,99,99,"[37, 33, 5, 7]",8611,13
20-29,black or african american,84,female,99,99,"[46, 54, 8, 10]",8611,13
30-39,black or african american,69,female,99,99,"[21, 34, 7, 8]",8611,13
30-39,hispanic or latino,64,female,99,98,"[28, 58, 7, 8]",8611,13
20-29,black or african american,74,female,99,70,"[71, 30, 7, 8]",8611,13
20-29,hispanic or latino,47,female,91,99,"[28, 30, 44, 35]",7376,51
20-29,white,99,female,79,99,"[60, 33, 5, 5]",14562,61
20-29,white,97,male,99,99,"[73, 26, 21, 17]",2088,91
20-29,white,85,male,99,99,"[31, 26, 17, 14]",2088,91
30-39,white,96,female,89,99,"[52, 52, 5, 8]",8949,61
30-39,white,80,male,98,98,"[29, 41, 5, 8]",8949,61
20-29,white,93,male,99,95,"[77, 36, 6, 10]",8949,61
40-49,white,84,male,99,88,"[17, 39, 5, 8]",8949,61
30-39,white,80,male,98,83,"[40, 36, 6, 10]",8949,61
40-49,white,92,female,99,99,"[39, 22, 10, 8]",13848,29
30-39,white,98,female,99,99,"[23, 18, 10, 8]",13848,29
20-29,white,66,female,69,51,"[54, 18, 5, 5]",6072,29
20-29,asian,38,female,99,99,"[46, 7, 12, 12]",12817,107
20-29,white,72,female,96,99,"[37, 11, 10, 10]",12817,107
30-39,white,73,male,99,99,"[44, 36, 14, 14]",8951,28
20-29,white,98,male,99,99,"[62, 26, 15, 14]",8951,28
30-39,white,92,male,99,81,"[20, 25, 14, 14]",5854,28
20-29,hispanic or latino,47,male,99,74,"[44, 37, 14, 14]",5854,28
20-29,white,89,male,99,99,"[48, 19, 18, 17]",1827,28
0-12,white,97,male,99,97,"[29, 31, 12, 12]",1827,28
30-39,south asian,38,female,55,99,"[72, 27, 7, 8]",3908,109
50-59,hispanic or latino,52,female,99,99,"[44, 29, 5, 5]",3908,109
30-39,white,97,female,99,99,"[64, 27, 5, 5]",3908,109
40-49,black or african american,39,male,98,99,"[19, 31, 5, 5]",3908,109
40-49,hispanic or latino,50,female,99,99,"[20, 44, 7, 8]",3908,109
30-39,hispanic or latino,54,male,91,98,"[56, 25, 6, 7]",3908,109
40-49,south asian,63,male,99,97,"[12, 33, 6, 7]",3908,109
20-29,hispanic or latino,55,male,99,99,"[65, 13, 17, 17]",5519,109
20-29,black or african american,44,male,98,99,"[33, 13, 17, 17]",5519,109
20-29,white,94,female,99,99,"[58, 23, 5, 7]",1409,107
30-39,white,99,female,99,99,"[36, 24, 5, 7]",1409,107
30-39,white,94,female,99,99,"[67, 24, 6, 8]",1409,107
13-19,white,97,female,99,99,"[11, 26, 6, 8]",1409,107
30-39,white,70,female,99,99,"[21, 31, 6, 8]",1409,107
20-29,hispanic or latino,74,female,99,99,"[45, 27, 5, 7]",1409,107
30-39,white,99,female,99,99,"[78, 25, 6, 8]",1409,107
30-39,white,77,female,99,86,"[28, 24, 6, 8]",1409,107
30-39,white,66,male,99,97,"[60, 52, 6, 5]",9509,19
30-39,white,51,female,99,99,"[28, 19, 17, 25]",3112,40
13-19,white,96,female,99,99,"[33, 64, 30, 31]",11357,40
30-39,white,61,female,99,99,"[-5, 23, 41, 37]",11357,40
20-29,white,98,female,99,99,"[48, 13, 44, 44]",11357,40
20-29,white,79,female,97,99,"[62, 11, 15, 12]",8290,106
13-19,white,48,female,97,99,"[35, 8, 15, 12]",8290,106
20-29,white,82,female,99,99,"[32, 20, 12, 12]",2484,70
20-29,white,92,male,93,99,"[85, 10, 8, 8]",9316,57
20-29,white,99,male,99,97,"[46, 18, 12, 12]",9316,57
40-49,white,53,male,99,97,"[6, 2, 12, 12]",9316,57
20-29,white,97,female,99,99,"[25, 35, 21, 17]",5398,71
13-19,white,99,male,99,79,"[61, 26, 21, 17]",5398,71
20-29,white,96,female,97,99,"[74, 35, 8, 8]",2966,0
20-29,white,68,female,99,99,"[28, 36, 6, 6]",2966,0
30-39,white,97,female,99,99,"[65, 35, 7, 7]",2966,0
13-19,white,48,female,99,99,"[5, 32, 7, 7]",2966,0
30-39,white,85,female,99,99,"[18, 31, 6, 6]",2966,0
20-29,white,59,male,99,91,"[74, 25, 6, 6]",2966,0
30-39,white,73,male,99,85,"[32, 27, 6, 6]",2966,0
40-49,white,74,male,99,73,"[43, 27, 6, 6]",2966,0
20-29,white,86,male,96,85,"[41, 28, 38, 38]",13156,31
20-29,white,98,female,99,99,"[30, 16, 31, 31]",5706,24
30-39,white,61,female,99,86,"[43, 20, 12, 12]",4753,40
50-59,black or african american,35,male,94,99,"[85, 34, 10, 10]",5527,109
50-59,white,34,female,99,87,"[42, 42, 12, 12]",5527,109
30-39,white,85,female,98,67,"[35, 12, 21, 17]",8147,80
30-39,white,93,male,97,68,"[52, 27, 8, 8]",7701,34
20-29,white,96,female,98,98,"[21, 29, 8, 12]",4045,32
30-39,white,87,female,99,97,"[3, 28, 44, 44]",1486,106
20-29,white,99,female,99,97,"[40, 34, 53, 53]",1486,106
40-49,white,96,male,99,99,"[42, 21, 7, 5]",5481,67
20-29,asian,88,female,99,99,"[51, 28, 7, 5]",5481,67
20-29,white,99,female,61,80,"[52, 31, 17, 14]",9619,18
30-39,white,98,female,99,75,"[27, 46, 15, 12]",9619,18
13-19,white,94,male,99,97,"[31, 49, 16, 21]",13150,67
20-29,white,66,female,97,92,"[46, 42, 11, 14]",13150,67
20-29,asian,65,male,98,99,"[38, 30, 5, 5]",8854,18
20-29,white,80,female,99,99,"[30, 42, 10, 10]",8854,18
30-39,white,93,male,99,99,"[10, 36, 10, 10]",8854,18
20-29,white,96,male,99,99,"[50, 48, 8, 8]",8854,18
20-29,white,74,male,99,99,"[44, 35, 8, 8]",8854,18
13-19,white,97,male,84,99,"[19, 43, 7, 7]",8854,18
20-29,white,98,male,91,98,"[40, 46, 8, 8]",8854,18
30-39,white,95,female,99,97,"[62, 34, 7, 7]",8854,18
30-39,white,96,male,96,74,"[83, 42, 12, 12]",8854,18
20-29,asian,85,female,96,53,"[38, 18, 44, 35]",8274,102
30-39,hispanic or latino,39,female,99,99,"[37, 30, 10, 10]",7682,5
20-29,hispanic or latino,58,female,97,99,"[29, 20, 10, 10]",7682,5
20-29,hispanic or latino,66,female,99,85,"[76, 39, 10, 10]",7682,5
13-19,white,99,female,99,99,"[61, 49, 12, 12]",2704,87
20-29,white,98,male,99,97,"[69, 31, 11, 14]",9844,87
13-19,white,96,male,99,66,"[31, 34, 11, 14]",9844,87
30-39,white,77,female,99,99,"[49, 13, 12, 12]",13440,40
13-19,asian,68,female,95,99,"[4, 14, 15, 15]",13440,40
30-39,white,94,female,99,99,"[70, 9, 15, 15]",13440,40
20-29,white,94,female,99,99,"[28, 12, 12, 12]",13440,40
20-29,hispanic or latino,58,female,99,99,"[64, 24, 12, 12]",10025,40
20-29,white,84,female,99,99,"[15, 21, 10, 10]",10025,40
30-39,white,71,male,99,99,"[46, 41, 8, 6]",9470,94
20-29,white,90,female,99,99,"[49, 48, 7, 5]",8130,75
30-39,white,72,male,99,64,"[61, 13, 21, 21]",14354,55
30-39,asian,70,male,75,54,"[12, 16, 30, 31]",14354,55
20-29,asian,98,male,99,99,"[40, 23, 37, 37]",4531,55
50-59,white,67,male,99,99,"[9, 51, 7, 7]",1934,6
30-39,white,71,female,99,98,"[24, 52, 6, 6]",1934,6
30-39,white,92,male,99,88,"[84, 38, 6, 6]",1934,6
30-39,white,88,female,99,99,"[37, 71, 8, 8]",13011,1
30-39,white,87,male,99,99,"[69, 14, 8, 10]",10230,34
30-39,white,98,male,99,99,"[49, 15, 7, 8]",10230,34
20-29,white,99,male,99,99,"[19, 17, 8, 10]",10230,34
20-29,white,49,male,99,99,"[74, 12, 15, 15]",11196,66
13-19,white,62,male,97,99,"[74, 62, 15, 14]",11196,66
20-29,asian,42,male,99,99,"[52, 10, 14, 15]",11196,66
20-29,black or african american,30,female,99,99,"[9, 72, 17, 17]",11196,66
20-29,asian,56,female,99,99,"[10, 24, 14, 15]",11196,66
13-19,south asian,47,male,96,99,"[52, 60, 14, 14]",11196,66
20-29,asian,90,male,99,98,"[30, 15, 15, 15]",11196,66
20-29,asian,82,male,85,87,"[30, 65, 15, 14]",11196,66
30-39,white,87,female,99,99,"[51, 6, 10, 8]",4268,46
20-29,hispanic or latino,28,female,99,97,"[85, 26, 8, 8]",12882,16
13-19,south asian,41,female,96,96,"[69, 12, 7, 7]",12882,16
20-29,white,36,female,99,98,"[42, 60, 6, 5]",6204,16
20-29,asian,97,female,90,99,"[52, 26, 7, 7]",7956,102
20-29,asian,98,female,99,98,"[39, 21, 7, 7]",7956,102
20-29,white,84,female,99,99,"[6, 19, 12, 10]",11208,1
60+,white,99,female,63,97,"[78, 24, 8, 6]",11208,1
20-29,white,99,female,99,97,"[28, 24, 10, 8]",11208,1
13-19,white,98,female,99,94,"[44, 28, 10, 8]",11208,1
20-29,white,61,female,91,62,"[19, 3, 37, 37]",9128,24
20-29,white,95,female,99,99,"[25, 26, 17, 14]",12562,1
40-49,white,78,male,51,61,"[58, 50, 7, 5]",12223,92
20-29,white,99,female,98,99,"[24, 24, 15, 11]",5833,103
20-29,white,98,male,99,99,"[53, 27, 13, 18]",3332,28
20-29,white,64,female,97,96,"[31, 35, 11, 14]",3332,28
20-29,white,96,male,99,50,"[38, 13, 13, 17]",3332,28
40-49,white,55,male,99,81,"[29, 9, 17, 17]",6421,28
20-29,white,98,female,92,96,"[12, 63, 7, 7]",14595,103
30-39,white,96,male,96,66,"[35, 23, 37, 37]",10864,28
30-39,white,95,male,99,99,"[19, 16, 17, 17]",14621,28
30-39,white,99,male,99,99,"[57, 10, 17, 17]",14621,28
30-39,white,54,female,99,99,"[35, 13, 15, 14]",14621,28
20-29,white,62,female,99,99,"[27, 28, 8, 6]",10562,90
20-29,white,84,female,99,99,"[48, 22, 8, 6]",10562,90
20-29,white,60,female,99,97,"[39, 21, 17, 17]",1587,90
20-29,white,98,female,99,99,"[17, 41, 17, 14]",10573,22
20-29,white,94,female,99,99,"[72, 3, 10, 8]",10573,22
30-39,white,99,female,99,99,"[58, 17, 12, 10]",10573,22
20-29,white,99,female,98,99,"[53, 9, 8, 7]",10573,22
20-29,white,62,female,99,98,"[46, 33, 12, 10]",10573,22
13-19,white,67,female,99,77,"[42, 21, 12, 10]",10573,22
0-12,white,94,female,99,99,"[77, 32, 7, 7]",2527,22
20-29,white,82,female,99,99,"[31, 3, 8, 8]",2527,22
20-29,white,96,female,99,99,"[6, 2, 6, 6]",2527,22
20-29,white,91,female,99,99,"[13, 2, 6, 6]",2527,22
20-29,white,96,female,96,99,"[9, 80, 10, 10]",2527,22
20-29,white,96,female,99,99,"[35, 54, 10, 10]",2527,22
20-29,white,93,female,99,96,"[-2, 57, 13, 12]",2527,22
20-29,white,95,female,99,96,"[22, 52, 12, 12]",2527,22
13-19,white,71,female,98,94,"[54, 8, 6, 6]",2527,22
13-19,white,54,female,99,93,"[14, 31, 6, 6]",2527,22
20-29,white,95,female,99,86,"[55, 77, 10, 10]",2527,22
0-12,white,98,female,99,78,"[90, 29, 7, 7]",2527,22
20-29,white,96,female,91,62,"[-2, 78, 13, 12]",2527,22
40-49,white,99,female,75,99,"[91, 84, 4, 6]",8896,64
30-39,white,93,male,98,99,"[56, 53, 4, 6]",8896,64
30-39,white,99,male,99,99,"[91, 38, 4, 6]",8896,64
40-49,white,72,male,96,99,"[30, 33, 4, 6]",8896,64
30-39,white,84,male,99,99,"[0, 33, 4, 6]",8896,64
20-29,white,97,male,99,98,"[44, 49, 4, 6]",8896,64
30-39,white,82,female,99,97,"[74, 57, 4, 6]",8896,64
30-39,white,51,male,99,96,"[77, 40, 4, 6]",8896,64
40-49,white,64,female,63,95,"[53, 35, 4, 6]",8896,64
30-39,white,96,female,97,93,"[43, 40, 4, 6]",8896,64
30-39,white,98,female,99,88,"[84, 59, 4, 6]",8896,64
30-39,asian,33,male,98,87,"[10, 65, 4, 6]",8896,64
20-29,white,84,female,99,87,"[47, 15, 4, 6]",8896,64
20-29,south asian,38,male,99,83,"[21, 5, 4, 6]",8896,64
20-29,asian,82,female,96,74,"[71, 5, 4, 6]",8896,64
40-49,white,89,male,99,71,"[10, 33, 4, 6]",8896,64
30-39,white,92,female,89,71,"[21, 23, 4, 6]",8896,64
40-49,white,99,male,99,58,"[92, 26, 4, 6]",8896,64
30-39,white,52,female,99,99,"[83, 10, 8, 8]",11651,42
20-29,white,87,female,99,99,"[48, 17, 8, 8]",11651,42
30-39,white,93,female,99,95,"[36, 15, 10, 10]",11651,42
20-29,white,97,female,99,99,"[49, 23, 10, 8]",1604,53
20-29,white,82,female,99,99,"[39, 19, 21, 19]",12411,73
20-29,white,67,female,99,71,"[31, 28, 17, 16]",12411,73
20-29,white,96,female,99,99,"[16, 24, 8, 8]",1881,47
20-29,asian,95,female,99,99,"[52, 27, 7, 7]",1881,47
13-19,white,82,female,99,99,"[66, 20, 8, 8]",1881,47
20-29,white,97,female,99,99,"[32, 27, 8, 8]",1881,47
20-29,black or african american,99,female,99,99,"[84, 27, 7, 7]",1881,47
13-19,black or african american,93,female,99,98,"[4, 27, 8, 8]",1881,47
40-49,white,72,female,99,99,"[39, 8, 21, 17]",6879,42
20-29,hispanic or latino,39,female,95,99,"[81, 27, 7, 7]",12249,47
20-29,black or african american,72,female,99,98,"[25, 33, 7, 7]",12249,47
20-29,white,54,male,99,97,"[33, 23, 30, 31]",12674,77
20-29,white,90,male,99,98,"[57, 22, 15, 15]",11293,77
20-29,white,94,female,89,95,"[73, 35, 21, 21]",3849,6
20-29,white,60,male,86,76,"[13, 27, 25, 25]",12282,55
20-29,white,95,male,70,63,"[39, 47, 17, 17]",12282,55
20-29,white,80,male,99,99,"[19, 32, 31, 24]",14192,103
13-19,white,97,female,99,99,"[50, 31, 25, 20]",14192,103
13-19,asian,46,female,99,99,"[49, 55, 17, 17]",1468,55
20-29,asian,96,male,98,99,"[16, 27, 25, 25]",1468,55
50-59,white,97,male,98,89,"[60, 36, 5, 5]",5273,75
13-19,white,93,female,97,86,"[48, 32, 5, 5]",5273,75
20-29,white,98,female,98,98,"[37, 40, 6, 8]",2545,103
20-29,asian,50,male,97,99,"[44, 23, 37, 37]",9161,55
20-29,asian,42,female,98,98,"[32, 47, 21, 21]",9161,55
0-12,white,89,female,69,99,"[47, 45, 14, 15]",7921,110
30-39,white,66,female,56,90,"[5, 18, 12, 12]",7921,110
20-29,white,74,female,97,96,"[51, 41, 9, 12]",8757,110
20-29,white,52,female,97,56,"[38, 43, 9, 13]",8757,110
20-29,white,90,female,99,99,"[57, 20, 8, 6]",12141,46
20-29,white,95,female,99,99,"[36, 24, 7, 8]",1070,110
30-39,white,96,female,99,99,"[56, 25, 7, 8]",1070,110
20-29,white,98,female,99,99,"[46, 21, 7, 8]",1070,110
13-19,white,99,female,99,99,"[70, 26, 7, 8]",1070,110
20-29,white,96,male,99,99,"[31, 28, 10, 10]",12563,91
40-49,white,99,male,99,99,"[10, 24, 12, 12]",12563,91
20-29,white,99,male,99,99,"[56, 29, 12, 12]",12563,91
20-29,white,84,male,99,99,"[87, 32, 10, 10]",12563,91
30-39,white,67,female,99,99,"[42, 43, 7, 7]",5987,110
13-19,white,86,female,92,99,"[5, 20, 7, 7]",11201,109
20-29,white,40,male,99,99,"[33, 23, 6, 6]",11201,109
20-29,asian,82,female,97,99,"[75, 28, 6, 6]",11201,109
40-49,white,90,male,99,99,"[47, 23, 6, 6]",11201,109
13-19,white,54,male,93,98,"[63, 21, 6, 6]",11201,109
13-19,white,95,female,71,97,"[20, 23, 6, 6]",11201,109
0-12,white,94,female,82,87,"[52, 31, 14, 14]",11247,63
13-19,white,82,female,98,65,"[63, 18, 21, 21]",11247,63
30-39,white,75,female,99,98,"[32, 70, 6, 4]",13403,50
30-39,white,81,male,69,90,"[11, 70, 7, 5]",13403,50
13-19,white,97,female,71,93,"[21, 29, 14, 14]",4423,56
20-29,white,84,female,99,99,"[25, 27, 25, 25]",443,103
20-29,hispanic or latino,72,female,99,99,"[44, 44, 21, 21]",443,103
30-39,white,60,male,99,99,"[62, 16, 12, 12]",4476,28
30-39,white,99,female,99,96,"[45, 29, 12, 12]",4476,28
0-12,white,80,male,82,87,"[39, 6, 12, 9]",9585,28
20-29,white,81,female,99,99,"[54, 23, 21, 21]",14814,103
13-19,white,63,female,99,98,"[33, 13, 25, 25]",14814,103
30-39,white,76,male,99,99,"[32, 45, 8, 8]",8649,28
20-29,white,53,male,99,99,"[63, 51, 8, 8]",8649,28
20-29,white,89,male,95,99,"[31, 58, 4, 6]",6869,103
13-19,white,96,male,99,99,"[42, 23, 16, 21]",6869,103
20-29,white,98,female,94,99,"[43, 51, 9, 12]",4263,61
20-29,white,89,male,99,98,"[29, 27, 9, 12]",4263,61
20-29,white,89,male,98,93,"[59, 26, 11, 14]",4263,61
20-29,white,90,male,99,99,"[13, 22, 7, 7]",8381,29
30-39,white,91,female,99,99,"[35, 25, 7, 7]",8381,29
30-39,white,95,male,99,90,"[49, 16, 8, 8]",8381,29
13-19,asian,47,female,98,99,"[35, 27, 5, 7]",15011,43
13-19,white,74,male,69,97,"[24, 64, 13, 17]",7975,65
20-29,white,50,male,77,92,"[24, 27, 13, 17]",7975,65
20-29,asian,99,female,99,99,"[33, 38, 25, 20]",3397,80
30-39,white,87,male,99,99,"[16, 37, 6, 6]",2857,34
